id,title,is_paid,num_subscribers,avg_rating,num_reviews,num_published_lectures,num_published_practice_tests,discount_price__amount,price_detail__amount,price_detail__currency
23881,"How to Ask Powerful, Emotionally Engaging Questions",TRUE,1921,3.55,177,6,0,455.0,1600.0,INR
46013,Young Adult Fiction Writing Workshop,TRUE,2240,4.42105,177,40,0,455.0,8640.0,INR
1251878,"Business Analysis: BPMN, Data Analytics For Business Analyst",TRUE,4985,3.05,177,32,0,455.0,8640.0,INR
1430262,Easy 5-Step Fibonacci Swing Trading System,TRUE,1646,4.3,177,17,0,455.0,1280.0,INR
943734,QuickBooks For Contractors,TRUE,1950,4.1,177,26,0,455.0,2560.0,INR
824846,The Solar PV System Design Comprehensive Course //P1,TRUE,748,4.09091,177,58,0,455.0,3840.0,INR
630782,Amazon FBA For Beginners: How to Get Started,TRUE,2447,3.25,177,108,0,455.0,6080.0,INR
694156,Write a Hit Novel or Script Using The Secrets of SUSPENSE!,TRUE,1239,4.55,176,43,0,455.0,3200.0,INR
2020050,Master in GST,TRUE,781,4.06618,177,205,0,481.0,5120.0,INR
1434734,Excel 2019: Beginner to Expert - 75 lessons - Easy English,TRUE,5432,4.73077,177,75,0,455.0,1280.0,INR
987786,Power BI Desktop Masterclass - Data Analysis for Everyone,TRUE,1971,4.05,176,45,0,455.0,8640.0,INR
474150,Technical Analysis tools for Stocks and Options trading,TRUE,3958,4.2,176,12,0,,3200.0,INR
479326,How to Build Your Nonprofit Startup 1,TRUE,958,4.64286,176,24,0,455.0,1280.0,INR
944322,WordPress for Entrepreneurs Management of your own website,TRUE,6205,4.1,175,65,0,455.0,8640.0,INR
1231330,Avoiding Common Mistakes New Managers Make,TRUE,628,4.3,175,10,0,455.0,6400.0,INR
1564892,"Investment Appraisal Mastery - NPV, IRR, Payback, PI, ARR",TRUE,860,4.72222,175,20,0,455.0,6400.0,INR
407984,Financial Model Basics: Build a model from start to finish,TRUE,5129,3.95,175,13,0,455.0,1920.0,INR
1413832,Become Top Banker With Complete Bank Teller Training - 2019,TRUE,5885,3.9,176,35,0,468.0,8640.0,INR
1393898,Psychometrics using SPSS and AMOS,TRUE,574,4.83117,174,88,0,455.0,8640.0,INR
2676416,"HR Analytics Master Course with Excel, Python and R",TRUE,1136,4.21053,175,179,0,455.0,8640.0,INR
158830,Samuel and Co Trading - 5 Star Reviews - Introduction to FX,TRUE,814,4.5,174,24,0,,3520.0,INR
1100054,FOREX - The Only Way You Ever Need To Trade + Live Support,TRUE,2607,4.8,174,47,0,455.0,8640.0,INR
2248828,Complete Financial Bookkeeping and Accountancy Course,TRUE,2148,4.22321,174,85,0,455.0,1600.0,INR
2382895,The Advanced Real Estate Pro Forma Modeling Master Class,TRUE,1486,4.59722,175,187,0,455.0,8640.0,INR
760990,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,TRUE,2788,4.65,174,12,0,455.0,2240.0,INR
808378,"Organizational Culture, Identity and Change",TRUE,971,3.95,173,40,0,455.0,5120.0,INR
14978,Vet Your Startup Ideas With the Startup Matrix,TRUE,1519,4.08333,173,12,0,455.0,1280.0,INR
2228730,The Ultimate AliExpress Shopify Dropshipping Course 2019,TRUE,2941,3.6,173,80,0,455.0,8640.0,INR
2832788,Jira Crash Course | Jira Fundamentals for Agile Projects,TRUE,4862,4.10938,173,9,0,455.0,6400.0,INR
633078,Complete Book Writing Course From Idea To Published Book,TRUE,3655,4.475,173,41,0,514.0,6400.0,INR
931588,Learn to trade Chart Patterns,TRUE,796,4.71875,173,23,0,455.0,1280.0,INR
1801994,PMP PMBOK 6 Vocabulary Exams - All PMP Terms,TRUE,1466,4.0,173,0,4,468.0,6400.0,INR
787458,Service Brokering: Make Money Outsourcing Freelance Projects,TRUE,15715,4.1,173,28,0,455.0,2240.0,INR
1240326,The Complete Soft Skills Course for Techies and Coders,TRUE,1378,4.1,173,151,0,455.0,8640.0,INR
438174,Introduction To Forex Trading: Foundation To Be Successful,TRUE,4319,4.05,172,18,0,455.0,5120.0,INR
1612710,Professional Email Writing,TRUE,425,4.21622,172,30,2,455.0,1280.0,INR
411778,Basics of investing in Mutual Funds,TRUE,2040,4.17391,172,42,0,455.0,1600.0,INR
628584,Value Proposition Design,TRUE,1336,4.44444,172,31,0,455.0,3200.0,INR
1922820,Start A Profitable Freelance Writing Business In 5 Weeks,TRUE,1178,4.67241,172,50,0,455.0,6400.0,INR
2069371,Profitable Forex with Risk Control,TRUE,3837,4.02941,172,12,0,468.0,8640.0,INR
2898026,BPMN 2.0 Business Process Modelling for Business Analysts,TRUE,14215,4.16667,172,69,0,455.0,8640.0,INR
1024172,Certifications & requirements when importing from China,TRUE,1712,4.54545,171,89,0,455.0,5120.0,INR
1933996,Google Tag Manager (GTM) Advanced Applications,TRUE,1419,4.45238,171,13,0,468.0,8640.0,INR
958496,Introduction to Fleet Management,TRUE,505,3.8913,172,22,0,455.0,8640.0,INR
514920,YouTube Marketing Pro: Create a Local Video Marketing Agency,TRUE,5111,3.8,171,38,0,455.0,8640.0,INR
836830,Executive Coaching and Business Case Development,TRUE,3193,4.32143,171,55,0,455.0,8640.0,INR
1232382,Intro to Financial Statement Audits,TRUE,636,4.25,171,8,0,455.0,3200.0,INR
1095116,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),TRUE,5033,3.45,171,47,1,455.0,1280.0,INR
2019022,Certified Electronic Health Records Specialist,TRUE,697,4.15254,171,41,0,462.0,8640.0,INR
1629516,Optimizing Travelling Salesman and Vehicle Routing Problems,TRUE,767,3.8125,170,33,0,455.0,8640.0,INR
876700,The Complete Twitter Course 2017: Get 200k+ Fans in 6 Months,TRUE,7455,2.85,170,26,0,455.0,8640.0,INR
2885338,Hands-On HR Analytics Online Course for Human Resources,TRUE,629,4.21023,170,43,0,455.0,8640.0,INR
690284,"Starting, Running and Growing a Web Design Business",TRUE,1445,4.1,170,40,0,455.0,6080.0,INR
1102182,Balanced Scorecard: Master Your Data Driven Performance,TRUE,13789,3.95,170,27,0,455.0,3520.0,INR
308380,How to Establish a Business Tinting Car Windows from Home,TRUE,1923,4.5625,170,46,0,455.0,8640.0,INR
1113656,Instant Voice Training: How to Train Your Voice Instantly!,TRUE,3827,4.0,169,39,0,455.0,1600.0,INR
1102462,FOREX Trading - How to Win Trading Currencies From Home,TRUE,1040,4.25,169,28,0,455.0,8640.0,INR
144902,Business Analytics,TRUE,864,3.2,169,58,0,455.0,3200.0,INR
3199916,Market Research Test For Business Analysts (BAs),TRUE,7823,3.88,169,0,2,455.0,1280.0,INR
283196,Learn PMP Math EVM Concepts in 1 Hr to Dominate the PMP Exam,TRUE,778,4.3,168,15,0,455.0,2560.0,INR
323916,Learn How To use Channels to find amazing Forex Entries,TRUE,1687,4.6,168,15,0,455.0,2880.0,INR
1817058,Practical Course in Goods and Services Tax,TRUE,628,4.08333,169,78,0,455.0,4160.0,INR
1345598,Bookkeeping: Basics Training,TRUE,2957,3.6,168,22,0,455.0,6400.0,INR
1347016,Delivering Organisational Change,TRUE,1054,4.35,168,19,0,455.0,3200.0,INR
2216590,Tableau - Business Intelligence and Analytics using Tableau,TRUE,8679,3.65,168,68,0,455.0,8640.0,INR
2114912,Master Graphic Facilitation: Draw for Trainings & Meetings,TRUE,802,4.05556,168,30,0,455.0,7680.0,INR
376015,Blogging to Freedom: Create Your Independence with Blogging,TRUE,25207,4.15,167,24,0,455.0,8640.0,INR
1335984,The Motley Fool's Guide to Investing,TRUE,890,4.10526,167,44,0,455.0,8640.0,INR
1433214,The Beginner's Guide to Amazon Affiliate Marketing Profits,TRUE,6013,3.35,167,16,0,455.0,6400.0,INR
466334,Lean Enterprise: Corporate Innovation Certification,TRUE,1498,3.94,167,30,0,,12800.0,INR
1249146,Planning and Executing a Financial Statement Audit,TRUE,663,4.1,166,8,0,455.0,3200.0,INR
1410020,"Ninja Writing: Writing Skills, Copywriting & Content Writing",TRUE,7369,3.3,166,34,0,455.0,8640.0,INR
242856,Writing Masterclass: The Ultimate Guide to Writing Mastery,TRUE,5020,4.0,166,58,0,455.0,4480.0,INR
1341620,The Successful Entrepreneurial Mindset,TRUE,25252,4.0339,166,20,0,455.0,8640.0,INR
848848,How To Build A Buzzfeed Style Blog On Wordpress,TRUE,18615,3.8,166,9,0,455.0,1280.0,INR
2465436,Pentaho Data Integration(PDI) Fundamentals and DWH Concepts,TRUE,1790,4.02,166,45,0,455.0,8640.0,INR
914726,Business Analytics with Big Data : A Complete Guide,TRUE,854,4.22222,166,37,0,455.0,8640.0,INR
1065012,Agile Retrospectives: Make Good Teams Great,TRUE,2328,4.25,166,19,0,455.0,6400.0,INR
178602,Capital Market Road Map,TRUE,1373,4.25,165,21,0,800.0,3200.0,INR
1093764,10 Step Digital Product Blueprint for Passive Income,TRUE,19268,3.4,165,8,0,455.0,6400.0,INR
1117832,Blog Post Writing Made Simple - Blogging Methods That Work,TRUE,8356,4.05,165,22,0,455.0,6080.0,INR
1047328,Six Sigma Black Belt: Become a QFD Specialist,TRUE,2492,4.52083,165,27,0,455.0,8640.0,INR
866584,Advanced Accounting A Complete Study for CA/CMA/CFA/ACCA/CS,TRUE,3481,4.25,165,531,0,455.0,8640.0,INR
1180062,The Ultimate Guide to Drop-shipping: Using AliExpress,TRUE,7452,3.5,165,14,0,455.0,1280.0,INR
176742,Dealing With Angry Customers,TRUE,833,4.16667,165,11,0,455.0,1280.0,INR
2767080,Operations Management: Inventory Management,TRUE,4782,4.15672,165,29,0,455.0,3200.0,INR
42640,Technical Analysis - A practical approach for trade entry,TRUE,1326,3.35,165,16,0,,5120.0,INR
993160,Get Credit for Your EIN That's Not Linked to Your SSN,TRUE,804,4.5,165,15,0,455.0,1280.0,INR
647954,Online Business Strategies for Total Beginners,TRUE,21214,3.8,165,21,0,455.0,3200.0,INR
1226738,Payroll Management,TRUE,503,4.16667,165,35,0,468.0,5120.0,INR
860890,"Using ""The Greeks"" To Understand Options",TRUE,2696,3.90909,165,5,0,455.0,1600.0,INR
400282,Sales Forecasting,TRUE,642,4.07143,165,25,0,455.0,1600.0,INR
1520368,Emotional Intelligence: Gaining Control Over Emotions,TRUE,797,4.47619,164,25,0,455.0,3200.0,INR
2149112,Practical Project Portfolio Management,TRUE,586,4.07812,164,20,0,455.0,8640.0,INR
848412,Publish Your Video Content with Amazon Video Direct,TRUE,15752,4.1,164,23,0,455.0,3200.0,INR
1147252,Principal Component Analysis (PCA) and Factor Analysis,TRUE,635,4.0,164,18,0,455.0,1280.0,INR
1218552,Forex for Beginners: Easy Forex Trading for Beginners,TRUE,3811,3.65,163,10,0,455.0,1280.0,INR
393296,Business Intelligence With QlikView - 0 To Full Sales App,TRUE,1040,4.35,163,37,0,455.0,1600.0,INR
902680,How to Choose the Right Entity: LLC vs. S-corp vs. C-corp,TRUE,1633,4.0,163,11,0,455.0,6080.0,INR
1172104,SAS Programming from Scratch & Practice Case Studies workout,TRUE,907,3.45,163,65,0,455.0,1280.0,INR
886724,Fiverr for newbies: Learn the basics of selling on Fiverr,TRUE,13161,4.05,163,12,0,455.0,1280.0,INR
2603984,Dynamic Dashboards and Data Analysis with Google Data Studio,TRUE,870,4.45833,163,43,2,455.0,6400.0,INR
73248,Founders Master Class: 7 Essential Steps for Startups,TRUE,6103,4.15,163,60,0,455.0,1280.0,INR
1493242,Introduction to Project Management - Practical & Real World,TRUE,504,4.36667,163,24,2,455.0,2560.0,INR
772950,Stock Trading for Beginners (Updated 2020),TRUE,3866,4.13492,163,34,0,455.0,1280.0,INR
402684,Selling More by Talking Less,TRUE,8339,4.1,162,31,0,455.0,8640.0,INR
421540,eBay Newbies Guide: Start an eBay Selling Business Fast,TRUE,23405,3.9,162,31,0,455.0,1280.0,INR
2189838,Canadian Securities Course (CSC) tutorials,TRUE,622,3.35135,162,27,2,455.0,3520.0,INR
1323152,Foreign Corrupt Practices Act (FCPA) Compliance,TRUE,322,4.59091,162,10,0,455.0,4800.0,INR
2268800,Managerial Accounting- #1 Ranked University: Course 2 of 5,TRUE,2303,4.59091,164,33,0,455.0,8640.0,INR
384014,Getting Started with Video Captioning,TRUE,428,4.26316,162,37,0,455.0,1280.0,INR
1798956,Social Media Marketing 101,TRUE,18953,3.72222,162,92,0,455.0,6400.0,INR
418102,Project Management Success: Learn by Managing 5 Projects,TRUE,872,4.3,162,25,0,,11840.0,INR
2851430,Fundamentals of Real Customer Success,TRUE,455,4.47951,162,43,0,,9600.0,INR
813922,Master Public Policy Analysis In Six Easy Steps: The Basics,TRUE,1175,4.0625,162,20,0,455.0,2240.0,INR
953614,Scale Your Business With Web Analytics & Conversion in 2020,TRUE,2273,4.55,162,87,0,462.0,8640.0,INR
1520846,Ultimate Guide to Drone Applications-Construction Industry-1,TRUE,793,4.10714,162,21,0,455.0,6400.0,INR
312788,Amazon FBA : Private Label Work at Home Blueprint,TRUE,4903,3.55,161,107,0,455.0,1280.0,INR
341496,Conference Calls-You Can Present Well On Any Conference Call,TRUE,16576,4.45833,161,23,0,455.0,8640.0,INR
2098560,Candlestick Patterns: Advanced Candlestick Trading Analysis,TRUE,601,4.43103,161,11,0,468.0,2240.0,INR
2343506,How To Make Passive Income Online Within 14 Days From Today,TRUE,10443,3.2,161,36,0,455.0,8640.0,INR
1052174,SAS Macro Programming By Example,TRUE,2897,4.2,161,18,0,455.0,1280.0,INR
1495952,The Guide to Freelancing in the Modern Gig Economy,TRUE,33507,4.27586,161,102,0,455.0,6400.0,INR
1064616,Succeed with Personality Diversity,TRUE,941,4.7,162,64,0,,9600.0,INR
1701240,Financial Accounting-Depreciation Calculation & Fixed Assets,TRUE,19930,4.25556,161,109,0,455.0,8640.0,INR
1657272,Writing/Editing Tips & Tricks - Writing Like A Pro,TRUE,4811,4.21429,162,19,0,468.0,6400.0,INR
3109146,Forex Scalping Masterclass|Forex Scalping Strategy Course,TRUE,4027,4.09459,161,10,0,455.0,8640.0,INR
1251642,Discovering the Leader Within You,TRUE,579,4.15,161,9,0,455.0,4800.0,INR
801416,Home Business - Build a successful web design business.,TRUE,1816,4.7,160,42,0,455.0,8640.0,INR
149152,Working Operations Management Problems,TRUE,1041,3.8,160,90,0,455.0,1280.0,INR
531636,Introduction to SPSS,TRUE,1241,4.54545,160,21,0,455.0,3200.0,INR
2863560,Alteryx: Data Science for Non-Scientists,TRUE,14893,4.3871,160,36,0,455.0,1280.0,INR
1778704,Time Impact Analysis (SCL/ AACE): Primavera (Construction),TRUE,631,4.14,160,13,0,455.0,8640.0,INR
1368610,The Ultimate Guide for Land Surveying with Drones - Part 3,TRUE,1523,4.17857,161,24,0,455.0,6400.0,INR
1558692,Body Language in the Workplace,TRUE,20280,4.21429,160,28,0,455.0,8640.0,INR
683464,Algorithmic Trading 2020: Learn Profitable Robot Trading,TRUE,2303,3.8,160,73,0,455.0,8640.0,INR
1703050,Personal / Business Networking Skills For Maximum Success!,TRUE,35255,4.20455,173,8,0,455.0,8640.0,INR
65512,Screenwriting:  Write the Shockingly Professional Screenplay,TRUE,802,4.5,159,41,0,,2240.0,INR
822808,Tax Strategies of the Wealthy,TRUE,1131,4.64286,159,13,0,455.0,8640.0,INR
312466,Master Personality Power For Influence And Success,TRUE,2199,4.43103,159,50,0,455.0,8640.0,INR
1458296,"Etsy for Newbies: Start your shop fast, easy and simple",TRUE,20450,3.2,159,21,0,455.0,1280.0,INR
2172330,Super Affiliate Playbook: Insider CPA Marketing Secrets,TRUE,1457,4.48,160,58,0,455.0,8640.0,INR
1661690,Customer Success: How to Reduce Churn and Increase Retention,TRUE,2124,4.52381,159,37,0,455.0,3200.0,INR
542176,Target Audience Training: Identify Your Ideal Customer,TRUE,17964,4.14894,160,13,0,455.0,8640.0,INR
2856662,Microsoft Project 2019 Course for beginners to advanced,TRUE,20341,3.92,159,11,0,455.0,6400.0,INR
1495814,"Building a Team from Scratch: Recruit, Hire, Onboard, & more",TRUE,14670,4.28125,159,56,0,455.0,8640.0,INR
659068,Earn Bitcoins Online: How To Get Bitcoins In Your Wallet,TRUE,2448,4.1,159,60,0,455.0,1600.0,INR
2276683,Amazon FBA Course for Beginners 2020 (Private Label Product),TRUE,13061,3.86667,159,53,0,455.0,8640.0,INR
291986,Business Hacks For Entrepreneurs,TRUE,12824,4.6,158,26,0,455.0,1280.0,INR
881378,Forex Trading -  Learn to Trade From Scratch!,TRUE,1615,3.95,158,36,0,455.0,8000.0,INR
199136,Forex Price Action Secrets,TRUE,945,3.55,158,30,0,455.0,8640.0,INR
1959564,Microsoft Dynamics 365 Project Service Automation Mastery,TRUE,846,4.16667,160,30,0,455.0,8640.0,INR
622130,Organizational Change,TRUE,3675,4.15,158,29,0,455.0,1280.0,INR
1429678,Sales Analysis for Management Consultants,TRUE,2468,4.225,159,157,0,455.0,8640.0,INR
419370,Unlocking English Grammar,TRUE,985,4.675,158,18,0,455.0,7680.0,INR
2625306,HOW I PREDICTABLY FIND 7-FIGURE DROPSHIPPING PRODUCTS,TRUE,821,4.28378,158,39,0,455.0,8640.0,INR
461584,Applied Analytics (business application - non mathematical),TRUE,4620,4.1,157,36,0,455.0,1280.0,INR
1687492,Informed Risk Taking : Risk Management Process - Analysis,TRUE,1013,4.26,158,61,0,455.0,1280.0,INR
520206,Introduction to Sales,TRUE,9541,4.38679,157,22,0,455.0,6400.0,INR
2806447,Fiverr Masterclass: Earn Money Freelancing on Fiverr,TRUE,16628,4.35294,157,41,0,455.0,8640.0,INR
42642,The Basics Of Volume Analysis,TRUE,1038,4.15,157,14,0,,5120.0,INR
2214982,Building an All in Culture with Chester Elton,TRUE,483,4.39474,157,41,0,,6400.0,INR
518038,Fiverr Success: Fiverr Freelancing Income In Days,TRUE,7480,4.2,157,98,0,455.0,8640.0,INR
2105272,Get Rich Stock Trading : My Killer Stock Trading Strategy,TRUE,2544,3.75806,157,32,0,455.0,2240.0,INR
1981732,Mergers and Acquisitions - The Ultimate M&A Modeling 2019,TRUE,5539,3.15,157,83,0,455.0,8640.0,INR
535540,Sales Training Pro: The Complete Sales Presentation Course,TRUE,791,4.65217,157,22,0,455.0,8640.0,INR
2978508,"Grant Writing Full Course: Nonprofits, Artists & Freelancers",TRUE,33109,4.02439,158,88,0,455.0,8640.0,INR
765190,Strategies for Finding New Web Design & SEO Clients in 2020,TRUE,1354,4.6,156,65,0,455.0,8640.0,INR
1341050,The Ultimate Beginners Marketing Management Course,TRUE,4399,4.15,156,27,1,455.0,1600.0,INR
1029892,The Tableau 2018 Comprehensive Guide,TRUE,1112,4.5,156,91,0,455.0,8000.0,INR
1361776,Life Coaching: Convert Free Sessions into Paying Clients,TRUE,1492,4.63636,155,26,0,455.0,8640.0,INR
491934,Recruiter Secrets: How To Find Your Prospects Interests,TRUE,2767,3.95,155,15,0,455.0,7040.0,INR
589862,Sell More Websites & Get Clients With #1 Sales Secret,TRUE,7146,4.75,155,23,0,455.0,8640.0,INR
17035,Cold Call 101: How to Cold Call like a Boss,TRUE,1062,4.27273,155,39,0,455.0,8640.0,INR
1233350,Bitcoin Profits for Beginners,TRUE,527,4.25,155,39,0,455.0,8640.0,INR
1854026,Earn Money From Home Online : Earn Passive Income Online,TRUE,7179,3.4,155,11,0,455.0,8640.0,INR
1378822,How to match your bank statement with Cash book?,TRUE,4107,4.0,155,10,0,455.0,1280.0,INR
1404824,SQL Query Training for SAP Business One,TRUE,682,4.46429,156,36,0,500.0,3200.0,INR
2357206,Cold Calling Mastery,TRUE,600,4.52941,155,48,0,455.0,8320.0,INR
2745692,Business Communication Skills: EQ Intelligent Interactions,TRUE,11100,4.13889,155,26,0,455.0,8640.0,INR
1467520,A/B Testing Crash Course for Product Managers,TRUE,3025,3.65,154,12,0,455.0,8640.0,INR
16715,Optimization & A/B Testing Statistics,TRUE,1496,3.5,154,21,0,455.0,2240.0,INR
1977766,Learn How To Hire and Manage Your Virtual Assistants,TRUE,2876,4.6,154,25,0,455.0,1600.0,INR
593962,Stock Fundamental Analysis with Excel,TRUE,1118,4.02778,154,49,0,455.0,1600.0,INR
1949824,Learn to Read Tarot Cards,TRUE,641,4.34286,154,45,0,520.0,9600.0,INR
824132,Real Estate Investing: Analysis Made Simple,TRUE,1788,4.0,153,28,0,455.0,3200.0,INR
927442,Learn the Foundations of Stocks and Options,TRUE,707,4.48,153,63,0,455.0,3200.0,INR
2280748,Entrepreneurship Accelerator Program,TRUE,22713,4.09375,153,37,0,455.0,8640.0,INR
383374,Success in sales: Building your book of business ,TRUE,1062,4.18421,153,11,0,455.0,1920.0,INR
2740370,Practical Regulatory Affairs 2020 - European Medical Devices,TRUE,352,4.3662,153,31,0,455.0,2560.0,INR
506568,Create A Business From Home Day Trading Stocks Today In 2019,TRUE,15207,3.0,153,26,0,455.0,4800.0,INR
951050,Trading Options For Consistent Returns: Calendar Spreads,TRUE,1992,3.7,153,22,0,455.0,8640.0,INR
757106,Introduction to Manufacturing,TRUE,2253,4.3,153,21,0,455.0,8640.0,INR
45136,Weekly Options and study of Options expiration dynamics,TRUE,1539,4.11765,153,8,0,,5120.0,INR
362562,Sales Skills Training: Give a Winning Sales Presentation,TRUE,16271,4.5,152,22,0,455.0,8640.0,INR
358740,Leadership: Advanced Training for Experienced Managers,TRUE,2112,4.5,152,345,0,,12800.0,INR
569436,How to Become an Accountant from scratch!,TRUE,6328,3.55,152,15,0,455.0,1280.0,INR
2545439,MicroStrategy for Business Intelligence,TRUE,673,4.02632,152,42,0,455.0,8640.0,INR
1508274,12 Microeconomics courses (24 hrs) ... Accredited,TRUE,1814,4.51471,152,194,0,462.0,8640.0,INR
68868,Grammar Essentials,TRUE,1550,4.4,151,23,1,455.0,5120.0,INR
2401666,Basics of Agile Scrum Project Management,TRUE,1328,4.39416,151,13,0,455.0,1280.0,INR
593666,Supercharge Your eBay Selling With 2 Simple Marketing Tricks,TRUE,7466,4.0,151,18,0,455.0,6080.0,INR
1805214,How to Start Coupons Business in 60 Minutes,TRUE,2263,2.95,151,19,0,455.0,8640.0,INR
2869340,How To Make A Living Online,TRUE,918,4.78333,151,76,0,455.0,8640.0,INR
2420508,How to Become a Translator without a Degree,TRUE,489,4.59722,151,15,0,455.0,3840.0,INR
929146,Learn Stock Options: Options Made Simple 101,TRUE,736,4.23913,151,49,0,468.0,2240.0,INR
1712752,Econ 101: The Complete Intro to Economics For Beginners,TRUE,3004,3.96667,151,66,0,455.0,6400.0,INR
639252,Sourcing Amazon FBA Replenishables,TRUE,1305,4.05,151,31,0,455.0,1600.0,INR
2964602,Basic Good Manufacturing Practices (GMP),TRUE,315,4.05051,151,20,0,455.0,1600.0,INR
1187524,Leadership & Management Essentials: Leadership For Success!,TRUE,1488,4.4,150,61,0,455.0,8640.0,INR
160094,Advanced Writing Strategies for Immediate Improvement,TRUE,1419,4.3913,150,38,0,455.0,2240.0,INR
1454160,How To Write A Movie Script : Movie Script Writing Basics,TRUE,4869,4.42647,150,9,0,455.0,3200.0,INR
41145,Learn Call Options and Put Options - Introduction to Options,TRUE,1273,4.4,150,21,0,,3200.0,INR
1053758,Entrepreneurship: Side Gig Complete Course For Extra Income!,TRUE,24349,4.0,150,66,0,455.0,8640.0,INR
487762,An Introduction to Tax Deductible Crowdfunding,TRUE,785,4.35,149,24,0,455.0,1280.0,INR
794342,Sales Scripts for Appointment Setting B2B Quick-Start,TRUE,726,4.15,149,23,0,455.0,1920.0,INR
685306,Freelance Masterclass: Use Your Skills to Work From Anywhere,TRUE,2719,4.4,149,84,0,455.0,8640.0,INR
1690306,How to Write a Professional Business Plan,TRUE,13998,3.85714,149,9,0,455.0,1920.0,INR
2869214,YouTube Sponsorship: Get Sponsored With ZERO Subscribers,TRUE,12126,3.3,149,9,0,455.0,1600.0,INR
2432220,Project Management Essential Training,TRUE,10019,3.75,149,51,0,455.0,1280.0,INR
153642,Process Mapping: Learn The Basics Of Mapping A Process,TRUE,2162,3.9,149,13,0,455.0,2560.0,INR
125764,Real Estate Investing With Owner Financing To Create Wealth,TRUE,1985,3.4,148,45,0,455.0,3200.0,INR
2505982,"Amazon SEO, Reviews & Listing Optimization SECRETS (2020)",TRUE,2931,4.70769,148,64,0,455.0,8000.0,INR
1403080,Human Resources (HR) Strategy Development,TRUE,507,3.63043,149,10,0,455.0,4800.0,INR
1537802,Dropshipping For Newbies: Beginner Guide to Drop Shipping,TRUE,18465,3.3,148,34,0,455.0,1280.0,INR
756462,Life Purpose Coach Sales Presentation Blueprint,TRUE,1579,4.75,148,38,0,455.0,7680.0,INR
1046724,Quantitative Trading Analysis with R,TRUE,1328,4.0,148,58,0,455.0,1600.0,INR
1301132,M&A Theory and Process: A Complete Guide,TRUE,749,4.125,148,24,0,455.0,3200.0,INR
1030976,The Complete Financial Statement Analysis Course,TRUE,1638,3.65,148,37,0,468.0,8640.0,INR
3143332,"12 Easy Steps ✔ to the Python Data Analysis, Beginners Guide",TRUE,14252,4.15385,148,29,0,455.0,2560.0,INR
1911588,Technical analysis from zero to hero using secret formulas,TRUE,11549,3.95,148,34,0,455.0,2880.0,INR
253398,Self-publishing Amazon Kindle eBooks Free with Word and KDP,TRUE,8540,4.71875,147,57,0,455.0,1280.0,INR
2363928,Clickbank Autopilot Formula In 2019,TRUE,7739,4.25,147,12,0,455.0,1280.0,INR
322302,Interviewing Skills: Conducting Job Interviews,TRUE,1546,3.9,147,22,0,455.0,8640.0,INR
515322,How to import from China - The professional guide,TRUE,2117,3.45,147,43,0,455.0,1280.0,INR
1988056,How to file online income tax return,TRUE,3301,3.63043,147,7,0,,1280.0,INR
1420242,TIBCO Spotfire 7.x Fundamentals,TRUE,569,3.7,147,18,0,455.0,1920.0,INR
1350066,Entrepreneurship Empire: Entrepreneur's Wealth Creation!,TRUE,33488,4.1087,147,77,0,455.0,8640.0,INR
1381898,"Time, Price And Opportunity: Learn To Trade Market Profile",TRUE,694,4.04545,147,6,0,455.0,8640.0,INR
1492228,Advanced Data Analytics & Story-Telling Techniques,TRUE,4548,4.15385,147,44,0,455.0,3200.0,INR
492172,Self-publishing Children's Books: Self-publish w/PowerPoint,TRUE,5349,4.4,147,25,0,455.0,1280.0,INR
2830804,"Creating Team Vision, Mission & Values",TRUE,447,4.42754,147,16,0,,9920.0,INR
362530,Public Speaking: You Can Give Great Financial Presentations,TRUE,19265,4.48889,147,24,0,455.0,8640.0,INR
391342,Employee Relations Skills,TRUE,529,4.45455,146,8,0,455.0,1280.0,INR
336602,Become a Wedding Officiant - A Complete Guide,TRUE,850,4.85,146,25,0,455.0,1600.0,INR
2340252,Basic Grant Proposal Writing for Nonprofits,TRUE,657,4.5,146,11,0,455.0,4160.0,INR
708752,Effectively Lease Commercial Real Estate Properties,TRUE,911,4.23077,146,30,0,455.0,8640.0,INR
286418,Set up and Run a US Business in 2018,TRUE,2138,4.6,146,37,0,455.0,8640.0,INR
684476,Crowdfunding Mastery: Kickstarter and Indiegogo 2019,TRUE,10540,3.9,146,40,0,455.0,4160.0,INR
685058,Microsoft Project Basics - How to Create Your First Project,TRUE,3349,4.25,145,14,0,455.0,1920.0,INR
911136,Your Craft Business: A Step by Step Guide,TRUE,852,4.55,146,27,0,455.0,3200.0,INR
961378,Attract Great Candidates By Creating A Stand Out Job Advert,TRUE,391,4.23684,145,17,0,455.0,1600.0,INR
2424040,SALES LEADERSHIP Sales Management Training & Coach Training,TRUE,533,4.25,145,21,2,,11520.0,INR
529326,PMI-ACP Certification: Adopting an Agile Approach,TRUE,10941,4.7,155,46,0,455.0,8640.0,INR
1693932,Instagram Marketing for Business: How To SELL On Instagram!!,TRUE,718,3.0,145,45,0,455.0,8640.0,INR
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,TRUE,1805,3.5,145,54,0,,12800.0,INR
2963168,Facebook Ads for Quick Learners,TRUE,12327,4.18478,145,8,0,455.0,3840.0,INR
